Date_start,Date_end,zodiac,key
2009-11-22,2009-12-21,Sagittarius,0
2009-12-22,2009-01-19,Capricorn,0
2009-01-20,2009-02-18,Aquarius,0
2009-02-19,2009-03-20,Pisces,0
2010-03-19,2010-04-20,Aries,0
2010-04-21,2010-05-20,Taurus,0
2010-05-21,2010-06-20,Gemini,0
2010-06-21,2010-07-22,Cancer,0
2010-07-23,2010-08-22,Leo,0
2010-08-23,2010-09-22,Virgo,0
2010-09-23,2010-10-22,Libra,0
2010-10-23,2010-11-21,Scorpio,0
2010-11-22,2010-12-21,Sagittarius,0
2010-12-22,2010-01-19,Capricorn,0
2010-01-20,2010-02-18,Aquarius,0
2010-02-19,2010-03-20,Pisces,0
2011-03-19,2011-04-20,Aries,0
2011-04-21,2011-05-20,Taurus,0
2011-05-21,2011-06-20,Gemini,0
2011-06-21,2011-07-22,Cancer,0
2011-07-23,2011-08-22,Leo,0
2011-08-23,2011-09-22,Virgo,0
2011-09-23,2011-10-22,Libra,0
2011-10-23,2011-11-21,Scorpio,0
2011-11-22,2011-12-21,Sagittarius,0
2011-12-22,2011-01-19,Capricorn,0
2011-01-20,2011-02-18,Aquarius,0
2011-02-19,2011-03-20,Pisces,0
2012-03-19,2012-04-20,Aries,0
2012-04-21,2012-05-20,Taurus,0
2012-05-21,2012-06-20,Gemini,0
2012-06-21,2012-07-22,Cancer,0
2012-07-23,2012-08-22,Leo,0
2012-08-23,2012-09-22,Virgo,0
2012-09-23,2012-10-22,Libra,0
2012-10-23,2012-11-21,Scorpio,0
2012-11-22,2012-12-21,Sagittarius,0
2012-12-22,2012-01-19,Capricorn,0
2012-01-20,2012-02-18,Aquarius,0
2012-02-19,2012-03-20,Pisces,0
2013-03-19,2013-04-20,Aries,0
2013-04-21,2013-05-20,Taurus,0
2013-05-21,2013-06-20,Gemini,0
2013-06-21,2013-07-22,Cancer,0
2013-07-23,2013-08-22,Leo,0
2013-08-23,2013-09-22,Virgo,0
2013-09-23,2013-10-22,Libra,0
2013-10-23,2013-11-21,Scorpio,0
2013-11-22,2013-12-21,Sagittarius,0
2013-12-22,2013-01-19,Capricorn,0
2013-01-20,2013-02-18,Aquarius,0
2013-02-19,2013-03-20,Pisces,0
2014-03-19,2014-04-20,Aries,0
2014-04-21,2014-05-20,Taurus,0
2014-05-21,2014-06-20,Gemini,0
2014-06-21,2014-07-22,Cancer,0
2014-07-23,2014-08-22,Leo,0
2014-08-23,2014-09-22,Virgo,0
2014-09-23,2014-10-22,Libra,0
2014-10-23,2014-11-21,Scorpio,0
2014-11-22,2014-12-21,Sagittarius,0
2014-12-22,2014-01-19,Capricorn,0
2014-01-20,2014-02-18,Aquarius,0
2014-02-19,2014-03-20,Pisces,0
2015-03-19,2015-04-20,Aries,0
2015-04-21,2015-05-20,Taurus,0
2015-05-21,2015-06-20,Gemini,0
2015-06-21,2015-07-22,Cancer,0
2015-07-23,2015-08-22,Leo,0
2015-08-23,2015-09-22,Virgo,0
2015-09-23,2015-10-22,Libra,0
2015-10-23,2015-11-21,Scorpio,0
2015-11-22,2015-12-21,Sagittarius,0
2015-12-22,2015-01-19,Capricorn,0
2015-01-20,2015-02-18,Aquarius,0
2015-02-19,2015-03-20,Pisces,0
2016-03-19,2016-04-20,Aries,0
2016-04-21,2016-05-20,Taurus,0
2016-05-21,2016-06-20,Gemini,0
2016-06-21,2016-07-22,Cancer,0
2016-07-23,2016-08-22,Leo,0
2016-08-23,2016-09-22,Virgo,0
2016-09-23,2016-10-22,Libra,0
2016-10-23,2016-11-21,Scorpio,0
2016-11-22,2016-12-21,Sagittarius,0
2016-12-22,2016-01-19,Capricorn,0
2016-01-20,2016-02-18,Aquarius,0
2016-02-19,2016-03-20,Pisces,0
2017-03-19,2017-04-20,Aries,0
2017-04-21,2017-05-20,Taurus,0
2017-05-21,2017-06-20,Gemini,0
2017-06-21,2017-07-22,Cancer,0
2017-07-23,2017-08-22,Leo,0
2017-08-23,2017-09-22,Virgo,0
2017-09-23,2017-10-22,Libra,0
2017-10-23,2017-11-21,Scorpio,0
2017-11-22,2017-12-21,Sagittarius,0
2017-12-22,2017-01-19,Capricorn,0
2017-01-20,2017-02-18,Aquarius,0
2017-02-19,2017-03-20,Pisces,0
2018-03-19,2018-04-20,Aries,0
2018-04-21,2018-05-20,Taurus,0
2018-05-21,2018-06-20,Gemini,0
2018-06-21,2018-07-22,Cancer,0
2018-07-23,2018-08-22,Leo,0
2018-08-23,2018-09-22,Virgo,0
2018-09-23,2018-10-22,Libra,0
2018-10-23,2018-11-21,Scorpio,0
2018-11-22,2018-12-21,Sagittarius,0
2018-12-22,2018-01-19,Capricorn,0
2018-01-20,2018-02-18,Aquarius,0
2018-02-19,2018-03-20,Pisces,0
2019-03-19,2019-04-20,Aries,0
2019-04-21,2019-05-20,Taurus,0
2019-05-21,2019-06-20,Gemini,0
2019-06-21,2019-07-22,Cancer,0
2019-07-23,2019-08-22,Leo,0
2019-08-23,2019-09-22,Virgo,0
2019-09-23,2019-10-22,Libra,0
2019-10-23,2019-11-21,Scorpio,0
2019-11-22,2019-12-21,Sagittarius,0
2019-12-22,2019-01-19,Capricorn,0
2019-01-20,2019-02-18,Aquarius,0
2019-02-19,2019-03-20,Pisces,0
